,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
10,890006608113172480,None,None,2017-07-26 00:31:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,None,None,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,7624.0,31166.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True
11,889880896479866881,None,None,2017-07-25 16:11:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,None,None,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,5156.0,28268.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French Bulldog,0.377417,True,Labrador Retriever,0.151317,True,Muzzle,0.0829811,False
12,889665388333682689,None,None,2017-07-25 01:55:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,None,None,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,,puppo,8538.0,38818.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True
13,889638837579907072,None,None,2017-07-25 00:10:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,None,None,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire Bullterrier,0.00149818,True
14,889531135344209921,None,None,2017-07-24 17:02:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,None,None,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,2321.0,15359.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden Retriever,0.953442,True,Labrador Retriever,0.0138341,True,Redbone,0.00795775,True
15,889278841981685760,None,None,2017-07-24 00:19:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,None,None,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,None,None,2017-07-23 00:22:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,None,None,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden Retriever,0.714719,True,Tibetan Mastiff,0.1201839999999999,True,Labrador Retriever,0.1055059999999999,True
17,888804989199671297,None,None,2017-07-22 16:56:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,None,None,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,4559.0,26080.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden Retriever,0.46976,True,Labrador Retriever,0.184172,True,English Setter,0.0734817,True
18,888554962724278272,None,None,2017-07-22 00:23:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,None,None,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True
20,888078434458587136,None,None,2017-07-20 16:49:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,None,None,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True
21,887705289381826560,None,None,2017-07-19 16:06:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,None,None,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True
22,887517139158093824,None,None,2017-07-19 03:39:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,None,None,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False
23,887473957103951883,None,None,2017-07-19 00:47:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,None,None,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,18781.0,69871.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian Ridgeback,0.05495,True,Beagle,0.0389148,True
24,887343217045368832,None,None,2017-07-18 16:08:03+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,None,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True
25,887101392804085760,None,None,2017-07-18 00:07:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,None,None,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.0297047,True
26,886983233522544640,None,None,2017-07-17 16:17:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,None,None,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False
27,886736880519319552,None,None,2017-07-16 23:58:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",None,None,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.0863463,True
28,886680336477933568,None,None,2017-07-16 20:14:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,None,None,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441726999999999,False
29,886366144734445568,None,None,2017-07-15 23:25:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,None,None,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True
31,886258384151887873,None,None,2017-07-15 16:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,None,None,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,6523.0,28469.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False
33,885984800019947520,None,None,2017-07-14 22:10:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,None,None,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True
34,885528943205470208,None,None,2017-07-13 15:58:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,None,None,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True
37,885167619883638784,None,None,2017-07-12 16:03:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,None,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True
38,884925521741709313,None,None,2017-07-12 00:01:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",None,None,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,16439.0,68152.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True
39,884876753390489601,None,None,2017-07-11 20:47:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,None,None,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,6096.0,28514.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True
40,884562892145688576,None,None,2017-07-11 00:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,None,None,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
41,884441805382717440,None,None,2017-07-10 15:58:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,None,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
43,884162670584377345,None,None,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,None,None,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,3128.0,20771.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True
44,883838122936631299,None,None,2017-07-09 00:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,None,None,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,3586.0,22349.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True
46,883360690899218434,None,None,2017-07-07 16:22:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,None,None,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True
47,883117836046086144,None,None,2017-07-07 00:17:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,None,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden Retriever,0.949562,True,Labrador Retriever,0.0459479,True,Kuvasz,0.00247094,True
48,882992080364220416,None,None,2017-07-06 15:58:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,None,None,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo Dog,0.4667779999999999,True,Siberian Husky,0.406044,True,Dingo,0.0734143999999999,False
49,882762694511734784,None,None,2017-07-06 00:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,None,None,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.0155793999999999,True
50,882627270321602560,None,None,2017-07-05 15:48:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,None,None,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
51,882268110199369728,None,None,2017-07-04 16:01:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,None,None,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden Retriever,0.762211,True,Labrador Retriever,0.0989848999999999,True,Cocker Spaniel,0.0171995,True
52,882045870035918850,None,None,2017-07-04 01:18:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",None,None,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,5203.0,29900.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True
